Name,Service,Location,Zip Code,Phone Number,Website,Notes,Families?,Young Children?,Seniors?,At Risk Health Groups?,Low Income?,Frontline Healthcare Workers?,Language
"PERERA, ROSHAN",Tow Truck Driver,STATEN ISLAND,10303,3479380467,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"FALL, SERIGNE",General Vendor,NEW YORK,10019,631-408-5422,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
164 MULBERRY ST. CORP.,Sidewalk Cafe,NEW YORK,10013,2123431212,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ANDERSON, ALLAN",Locksmith,NEW YORK,10030,2128668469,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CASTILLO, JUAN",General Vendor,BROOKLYN,11238,718-473-2760,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"AZARIA, AVIHAI",Locksmith,NEW YORK,10075,6468815809,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
GOLDEN MINDS HOME CARE LLC,Employment Agency,STATEN ISLAND,10306,7188139224,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"FOFANA, HAKOU",Pedicab Driver,BRONX,10456,7185685582,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"WILLIAMS, CAROLYN E.",General Vendor,NEW YORK,10009,6463999609,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"BLACKBURN, BRIAN J.",Tow Truck Driver,STATEN ISLAND,10314,7185983148,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CAMARA, AMADOU",General Vendor,BRONX,10472,8065027627,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BMSD CONSTRUCTION CORP,Home Improvement Contractor,BELLEROSE,11426,9177491863,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SHADIEV, ABDUMUTALIB",Pedicab Driver,BROOKLYN,11223,9179403701,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"FALL, CHEIKH",General Vendor,NEW YORK,10036,646-515-8040,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
M.T. WIRELESS PLUS INC.,Electronics Store,BRONX,10457,7184013585,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CORDOVA, MATTHEW",Tow Truck Driver,RICHMOND HILL,11418,3478135356,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BIG J'S LAUNDROMAT CORP,Laundries,JAMAICA,11432,7185584000,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"RIVERA, ROBERT",Locksmith,NEW YORK,10002,212-608-5787,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
FRSS Group Corp,Home Improvement Contractor,OAKLAND GARDENS,11364,6316201144,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
HEIGHTS TOBACCO AND GIFT SHOP CORP,Electronic Cigarette Dealer,NEW YORK,10032,347-530-4898,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"WURTZEL, JONATHAN",Locksmith,NEW YORK,10018,9177030355,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"GAYMON, JARRETT G",General Vendor,NEW YORK,10016,9177921676,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PRET A MANAGER USA LIMITED,Sidewalk Cafe,NEW YORK,10010,3478211060,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CORDERMAN & COMPANY, INC.",Home Improvement Contractor,BOSTON,2210,6175024403,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
XTEL WIRELESS CORP.,Electronic & Appliance Service,S RICHMOND HL,11419,7188053300,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CAMPBELL, SHERWIN",General Vendor,BROOKLYN,11225,7187564892,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BSD CORP KINGS,Home Improvement Contractor,BROOKLYN,11221,7186254613,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
Hyphen Builder LLC,Home Improvement Contractor,BROOKLYN,11230,7184271665,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ZUNIGA, ANGELO",Tow Truck Driver,MASPETH,11378,347-961-5071,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
muhammad a khan,Home Improvement Contractor,BRONX,10462,8452812593,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MCCLAIN, JAMEL",General Vendor,BROOKLYN,11203,3477436117,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PV SUPPLY INC.,Dealer In Products,BROOKLYN,11204,347-294-9389,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
LAUNDRY STOP ON COOPER INC.,Laundries,BROOKLYN,11207,9177475811,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"VAZQUEZ, MAXIMO",Locksmith,WOODBRIDGE,7095,7328035930,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"LEARNER, TITUS",General Vendor,BROOKLYN,11237,9178062607,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MONTEMORANO, JOSEPH",General Vendor,BROOKLYN,11220,6467390944,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"GOODING, BOBBY",General Vendor,BRONX,10453,3479420847,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"cohen, shneur",Locksmith,BROOKLYN,11210,3476286581,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CSR NYC LLC,Electronic & Appliance Service,SOUTH RICHMOND HILL,11419,6464686238,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
A ROYAL BUILDER LLC,Home Improvement Contractor,WEST MILFORD,7480,973-694-8907,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
Andrew Maas Carpentry Inc,Home Improvement Contractor,BROOKLYN,11211,9173313785,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CONCEPT WIRELESS INC,Electronics Store,BROOKLYN,11230,7189414111,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
HI TECH CELLPHONE & WIRELESS INC,Electronics Store,BROOKLYN,11218,7184377400,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"OVADIA, EREZ M",Locksmith,BROOKLYN,11223,7189984607,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SOBADJI HOME IMPROVEMENT INC,Home Improvement Contractor,JAMAICA,11436,9173850331,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MADERO, JAMES",Locksmith,NEW YORK,10025,6462012921,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
ENJOY CONVENIENCE STORE INC,Electronic Cigarette Dealer,JACKSON HEIGHTS,11372,718-899-0010,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"GUZMAN, NESTOR .V.",General Vendor,NEW YORK,10033,9172823654,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SYLLA, MAMOUDOU",General Vendor,NEW YORK,10029,9999999999,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BUYRIGHTAUTOCENTER LLC,Secondhand Dealer - Auto,BRONX,10460,9175789309,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CORNIEL, RAFAEL",Tow Truck Driver,BRONX,10463,317-373-4415,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
THE HOLY LAND TOUR LLC,Home Improvement Contractor,FRESH MEADOWS,11365,917 568-8777,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"NEGRON, MATTHEW",Tow Truck Driver,PUTNAM VALLEY,10579,3473147527,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"JALAL, TARIQ",Pedicab Driver,NEW YORK,10128,6466701307,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
KHA NEWSTAND CORP,Electronic Cigarette Dealer,NEW YORK,10017,2124213395,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"AGUERO, NATASHA",Locksmith,NEW YORK,10034,6469960574,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
Vincent Prestia,Home Improvement Contractor,NEW HYDE PARK,11040,9177740590,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BLUE DIAMOND BUILDERS CORP,Home Improvement Contractor,SOUTH OZONE PARK,11420,7187382642,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SANCHEZ, ENRIQUE",Tow Truck Driver,RIDGEWOOD,11385,7183213405,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
JML AUTO GROUP LLC,Secondhand Dealer - Auto,BROOKLYN,11235,7186212277,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"KHALILOV, SARDOR",Pedicab Driver,BROOKLYN,11235,929-303-2667,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
J.L. Cleaners Inc.,Laundries,ASTORIA,11106,7182788790,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
Healthy Drugs & Medical Supplies Inc,Dealer In Products,FLUSHING,11354,9177023178,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"WAJID, ABDUL",Tow Truck Driver,QUEENS VLG,11427,7185231843,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CLEAN SHEEN DRY CLEANERS INC.,Laundries,BRONX,10460,718-794-9503,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SHAFAYET, HOSSEN",Home Improvement Contractor,BROOKLYN,11218,6467323881,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"KUMAR, AMIT",Tow Truck Driver,ELMONT,11003,7183431924,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
AMERICAN BEST CAR WASH INC,Car Wash,BROOKLYN,11236,347-962-8841,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
173EASTSECONDSTREET INC.,Laundries,NEW YORK,10009,917-881-8522,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
TWENTY AVE AC INC,Electronics Store,BROOKLYN,11204,9176696488,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SALL, OMAR B",General Vendor,BRONX,10460,7183672745,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"DIAZ JR, IVAN",Tow Truck Driver,MASSAPEQUA,11758,7189083332,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"BANCE, ADAMA",General Vendor,BRONX,10452,7188019664,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"Singh, Agambeer",Pedicab Driver,SOUTH RICHMOND HILL,11419,9293939709,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
Parkchester Wash & Lube Inc,Car Wash,BRONX,10462,7189040056,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
Hocine Bounab,Electronic & Appliance Service,BRONX,10468,7186967737,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
BIG ROSE CONSTRUCTION CORP,Home Improvement Contractor,BROOKLYN,11210,7184913622,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SCHOER, CHRISTOPHER",Tow Truck Driver,STATEN ISLAND,10305,7187303312,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"YOSEF, ROENE",Tow Truck Driver,FAIR LAWN,7410,9178150444,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SANTIAGO DELI FOOD CORP.,Electronic Cigarette Dealer,NEW YORK,10031,212-491-0668,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MARTINEZ, FELIX",Tow Truck Driver,BRONX,10459,9292287714,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"WU, JOHN",Laundries,SUNNYSIDE,11104,7183926342,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MARTINCICH, JOHN F",Tow Truck Driver,FLUSHING,11358,7184452036,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
HUGGINGS HARDWOOD FLOORING SPECIALIST LLC,Home Improvement Contractor,WESTFIELD,7090,9084992613,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"DARBY, SOO-HWA",General Vendor,FLUSHING,11358,7189613906,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
YUTING WU,Electronic & Appliance Service,BROOKLYN,11204,9176988904,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CAPERS, ANDRE",General Vendor,HEMPSTEAD,11550,9179601677,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"Miles, Jamar",Tow Truck Driver,BRONX,10458,6469832100,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"GREGOIRE, DONALD",Tow Truck Driver,BROOKLYN,11236,347-856-0232,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
EDWARD BUILDERS INC.,Home Improvement Contractor,BROOKLYN,11235,7186480993,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"NG, CHI",General Vendor,WOODHAVEN,11421,7188467166,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SHOWTIME & THE WASH CORP,Car Wash,SOUTH OZONE PARK,11420,9176767249,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SERAFINA TRIBECA RESTAURANT LLC,Sidewalk Cafe,NEW YORK,10007,646-620-6942,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
FU WAH LAUNDROMAT II,Laundries,BROOKLYN,11204,9173252359,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ESCOTO-RODRIGUEZ, AUDI J.",Tow Truck Driver,LITTLE NECK,11363,3477246728,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ZURITH, LIOR",Locksmith,HEWELETT,11557,5167703510,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"GARCIA, MICHAEL",Tow Truck Driver,BRONX,10463,6465756583,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"FISHER, ANTHONY S.",General Vendor,BROOKLYN,11224,7189262178,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CINAR, RECEP",Pedicab Driver,SUNNYSIDE,11104,347-361-0829,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"J I J CONSTRUCTION, CORP.",Home Improvement Contractor,NEW YORK,10029,9177440031,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"KADOUH, ISSA",General Vendor,BROOKLYN,11209,6463311133,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
STAR RENOVATIONS NY LTD,Home Improvement Contractor,BROOKLYN,11229,9173197155,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"AVJ INTERIORS, LLC",Home Improvement Contractor,JAMAICA,11435,6466969229,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MARCEL CLEANERS, INC.",Laundries,NEW YORK,10025,2123487121,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
ANTIA AUTO SALES INC.,Secondhand Dealer - Auto,BRONX,10459,9179396763,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MARTINEZ, WILFREDO",General Vendor,BROOKLYN,11211,347-423-8256,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SIMPSON, BRUCE",General Vendor,NEW YORK,10039,3478226459,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SIGNORIELLO, ANDREW",Locksmith,BETHPAGE,11714,6318423033,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"STARZMAN, JEFFREY",Locksmith,RIchmond Hill,11418,9179392631,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RUWI ELECTRONICS INC,Electronics Store,Elmhurst,11373,3479249312,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"TORRES, VICTOR M.",Tow Truck Driver,BROOKLYN,11207,6463300760,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"WEINBERGER, MENACHEM",Locksmith,BROOKLYN,11249,7189636949,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"ALJAHMEE, SALEH A",Locksmith,BROOKLYN,11201,9176271754,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
MP WEST 54 LLC,Garage,NEW YORK,10019,2124903460,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"DIXON, CORNELL",General Vendor,BRONX,10453,6468510904,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"COMODORE, GREGORY J",Locksmith,RIDGE,11961,5166476029,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
28TH AVENUE DELI & GROCERY INC.,Electronic Cigarette Dealer,ASTORIA,11103,917-407-1084,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
GRACE NEWS INC.,Electronic Cigarette Dealer,NEW YORK,10001,212-695-1043,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"VISICH, FRANK",General Vendor,NEW YORK,10003,2124756001,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"Alboreo, Kate",Pedicab Driver,BROOKLYN,11221,3306222857,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SINGH, PARTAB",Locksmith,BRONX,10452,7186656360,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"812 LAUNDROMAT & CLEANERS, INC.",Laundries,BROOKLYN,11229,718-336-7686,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SHALUJA LAUNDRY CORP.,Laundries,JAMAICA,11435,7186572781,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
MERIDIAN RENOVATIONS INC.,Home Improvement Contractor,FLUSHING,11355,347 348-6959,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
KLDiscovery Ontrack Franchise LLC,Electronic & Appliance Service,NEW YORK,10003,7032682643,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"AT PRO CONTRACTING, LLC",Home Improvement Contractor,ORIENT,11957,9179600118,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
